record_id,record_revision,record_date,record_title,record_status,record_amount_pence,line_id,line_position,card_name,line_quantity,line_allocation_pence,line_detail,copy_id,allocation_index,copy_allocation_pence,copy_condition,copy_status,copy_location,printing_set_name,printing_set_code,printing_tcgplayer_url,target_name,target_rarity,target_edition,copy_created_at,copy_updated_at
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-1300a088-9900-4fe2-8e8b-e86b54a3b56d,121,Curse of Dragon,1,19,YGLD-ENA07 · 1st Edition · from Bulk lot · 130 card types,copy-9fccec50-23b2-4765-bb7b-66f1eb53cf08,135,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA07,https://www.tcgplayer.com/product/108209/yugioh-king-of-games-yugis-legendary-decks-curse-of-dragon?Language=English&page=1,Curse of Dragon,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-0ae677d9-4fb1-408c-89d1-f41a16736ebb,122,Elder of the Six Samurai,1,19,SDWA-EN021 · 1st Edition · from Bulk lot · 130 card types,copy-77866049-24e3-438a-8ab5-e58c8f5df6d7,136,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN021,https://www.tcgplayer.com/product/59863/yugioh-structure-deck-samurai-warlords-elder-of-the-six-samurai?Language=English&page=1,Elder of the Six Samurai,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-d8e821ca-0d62-407e-ae43-bf9fdbc40353,123,The Six Samurai - Zanji,2,38,SDWA-EN004 · 1st Edition · from Bulk lot · 130 card types,copy-f590ddf2-6f55-4585-93a8-5fb61a26ea75,137,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN004,https://www.tcgplayer.com/product/59846/yugioh-structure-deck-samurai-warlords-the-six-samurai-zanji?Language=English&page=1,The Six Samurai - Zanji,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-d8e821ca-0d62-407e-ae43-bf9fdbc40353,123,The Six Samurai - Zanji,2,38,SDWA-EN004 · 1st Edition · from Bulk lot · 130 card types,copy-bf74aa82-0bef-4e29-af6f-9eb5f215ad67,138,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN004,https://www.tcgplayer.com/product/59846/yugioh-structure-deck-samurai-warlords-the-six-samurai-zanji?Language=English&page=1,The Six Samurai - Zanji,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-8cf06f90-22b1-41e3-96a7-d7a45d1e674f,124,Legendary Six Samurai - Enishi,2,38,SDWA-EN017 · 1st Edition · from Bulk lot · 130 card types,copy-118aeca3-2bb7-4cad-ae68-3320a08f1948,139,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN017,https://www.tcgplayer.com/product/59859/yugioh-structure-deck-samurai-warlords-legendary-six-samurai-enishi?Language=English&page=1,Legendary Six Samurai - Enishi,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-8cf06f90-22b1-41e3-96a7-d7a45d1e674f,124,Legendary Six Samurai - Enishi,2,38,SDWA-EN017 · 1st Edition · from Bulk lot · 130 card types,copy-2fab96e8-4572-4628-82d5-2bebd46f9175,140,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN017,https://www.tcgplayer.com/product/59859/yugioh-structure-deck-samurai-warlords-legendary-six-samurai-enishi?Language=English&page=1,Legendary Six Samurai - Enishi,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-3e96faed-c7a1-4619-a30a-a77b28774823,125,Elder of the Six Samurai,1,19,SDWA-EN021 · 1st Edition · from Bulk lot · 130 card types,copy-e628a849-61bf-4a4e-bb3c-05e464526130,141,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN021,https://www.tcgplayer.com/product/59863/yugioh-structure-deck-samurai-warlords-elder-of-the-six-samurai?Language=English&page=1,Elder of the Six Samurai,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-3f3c2aad-8cb7-43a1-a95d-3de2fe3283b5,126,Reinforcement of the Army,1,19,SDWA-EN025 · 1st Edition · from Bulk lot · 130 card types,copy-21556bb6-dcae-4bfe-ac1a-895ea794538b,142,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN025,https://www.tcgplayer.com/product/59867/yugioh-structure-deck-samurai-warlords-reinforcement-of-the-army?Language=English&page=1,Reinforcement of the Army,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-52db6a32-de04-4b6d-acb9-5d51ea9819d4,127,Rivalry of Warlords,2,38,SDWA-EN033 · 1st Edition · from Bulk lot · 130 card types,copy-f5fb2252-99b8-4470-8280-56f825bb0815,143,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN033,https://www.tcgplayer.com/product/59875/yugioh-structure-deck-samurai-warlords-rivalry-of-warlords?Language=English&page=1,Rivalry of Warlords,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-52db6a32-de04-4b6d-acb9-5d51ea9819d4,127,Rivalry of Warlords,2,38,SDWA-EN033 · 1st Edition · from Bulk lot · 130 card types,copy-52aabdfe-ae17-40e7-95cb-6201de208a21,144,19,Near Mint,available,,Structure Deck: Samurai Warlords,SDWA-EN033,https://www.tcgplayer.com/product/59875/yugioh-structure-deck-samurai-warlords-rivalry-of-warlords?Language=English&page=1,Rivalry of Warlords,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-ceefd4dd-c197-468e-9638-d19dc4157577,128,Kuriboh,3,57,YGLD-ENB15 · 1st Edition · from Bulk lot · 130 card types,copy-4ae60219-8cea-4f35-bf8e-ebb5ffe7ffcf,145,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB15,https://www.tcgplayer.com/product/108258/yugioh-king-of-games-yugis-legendary-decks-kuriboh-b?Language=English&page=1,Kuriboh,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-ceefd4dd-c197-468e-9638-d19dc4157577,128,Kuriboh,3,57,YGLD-ENB15 · 1st Edition · from Bulk lot · 130 card types,copy-a97ccb2c-c1bd-480d-9c38-479de346b4e7,146,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB15,https://www.tcgplayer.com/product/108258/yugioh-king-of-games-yugis-legendary-decks-kuriboh-b?Language=English&page=1,Kuriboh,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-ceefd4dd-c197-468e-9638-d19dc4157577,128,Kuriboh,3,57,YGLD-ENB15 · 1st Edition · from Bulk lot · 130 card types,copy-7d754d6f-2aa1-4fdd-bb3a-f4ad332bb399,147,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB15,https://www.tcgplayer.com/product/108258/yugioh-king-of-games-yugis-legendary-decks-kuriboh-b?Language=English&page=1,Kuriboh,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-ba14db3e-8f02-4d5e-a1bf-a390295d9244,129,Buster Blader,2,38,YGLD-ENB04 · 1st Edition · from Bulk lot · 130 card types,copy-6002fdd6-1c2c-481b-8ec9-7dcb61604964,148,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB04,https://www.tcgplayer.com/product/108247/yugioh-king-of-games-yugis-legendary-decks-buster-blader-b?Language=English&page=1,Buster Blader,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-ba14db3e-8f02-4d5e-a1bf-a390295d9244,129,Buster Blader,2,38,YGLD-ENB04 · 1st Edition · from Bulk lot · 130 card types,copy-a17346b1-d074-47d7-8444-8315bd987000,149,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENB04,https://www.tcgplayer.com/product/108247/yugioh-king-of-games-yugis-legendary-decks-buster-blader-b?Language=English&page=1,Buster Blader,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
record-923cfdff-eda5-46b4-af3d-614a39481363,2,2026-08-04,300 card bulk,active,5608,line-61771d01-f42b-4293-af53-23297b0bf818,130,Black Luster Soldier,1,19,YGLD-ENA01 · 1st Edition · from Bulk lot · 130 card types,copy-bb60fecf-7e93-4367-be15-da777035d23c,150,19,Near Mint,available,,King of Games: Yugi's Legendary Decks,YGLD-ENA01,https://www.tcgplayer.com/product/108203/yugioh-king-of-games-yugis-legendary-decks-black-luster-soldier?Language=English&page=1,Black Luster Soldier,Common,1st Edition,2026-08-07 16:12:55.009,2026-08-07 22:18:03.813
